Word,Pronunciation
formative,ˈfɔr.mə.tɪv
forrest,ˈfɔ.rəst
forsaken,fɔrˈseɪ.kən
forthrightness,ˈfɔr.θraɪt.nəs
fortifications,ˌfɔr.tə.fəˈkeɪ.ʃənz
fortify,ˈfɔr.tɪˌfaɪ
fortman,ˈfɔrt.mən
fortresses,ˈfɔr.trə.sɪz
fostering,ˈfɑ.stɚ.ɪŋ
fouled,faʊld
fowler,ˈfaʊ.lɚ
foxholes,ˈfɑksˌhoʊlz
foy,fɔɪ
fractures,ˈfræk.tʃɚz
frances,ˈfræn.sɪs
francesco,frænˈtʃɛs.koʊ
franciscans,frænˈsɪs.kənz
franco,ˈfræŋ.koʊ
francois,frɑnˈswɑ
frans,frænz
franz,frænz
freaks,friks
fred's,frɛdz
freddie,ˈfrɛ.di
freedom's,ˈfri.dəmz
frees,friz
freest,ˈfri.ɪst
frenchmen,ˈfrɛntʃ.mɛn
freshly,ˈfrɛʃ.li
fretting,ˈfrɛ.tɪŋ
freud's,frɔɪdz
friday's,ˈfraɪˌdeɪz
friend's,frɛnz
friendlier,ˈfrɛnd.li.ɚ
fright,fraɪt
frito,ˈfri.toʊ
fritz,frɪts
frivolity,frəˈvɑ.lə.ti
frock,frɑk
frolic,ˈfrɑ.lɪk
frolicking,ˈfrɑ.lɪ.kɪŋ
frothingham,ˈfrɔ.θɪŋˌhæm
frothy,ˈfrɔ.θi
frugality,fruˈgæ.lə.ti
fruition,fruˈɪ.ʃən
fry,fraɪ
fujimoto,ˌfu.dʒiˈmoʊ.toʊ
fulbright,ˈfʊlˌbraɪt
fulfills,fʊlˈfɪlz
full-scale,ˈkɑn.fə.dəns
fullback,ˈfʊlˌbæk
functionary,ˈfʌŋk.ʃəˌnɛ.ri
fungus,ˈfʌŋ.gəs
funniest,ˈfʌ.ni.əst
funston,ˈfʌn.stən
furiouser,ˈfjʊ.ri.ə.sɚ
furlough,ˈfɝ.loʊ
furnaces,ˈfɝˌnʌ.sɪz
furrowed,ˈfɝ.oʊd
furthering,ˈfɝ.ðɚ.ɪŋ
fussing,ˈfʌ.sɪŋ
gable,ˈgeɪ.bəl
gagarin,gəˈgæ.rən
gags,gægz
gaines,geɪnz
gale,geɪl
galena,gəˈli.nə
galilee,ˈgæ.ləˌli
gallows,ˈgæ.loʊz
gals,gælz
galt,gɔlt
galvanic,gælˈvæ.nɪk
galveston,ˈgæl.və.stən
galway,ˈgɑl.weɪ
gambit,ˈgæm.bɪt
ganges,ˈgæn.dʒiz
gangster,ˈgæŋ.stɚ
gantlet,ˈgɔnt.lət
gaping,ˈgeɪ.pɪŋ
gaps,gæps
garrick,ˈgɛ.rɪk
garter,ˈgɑr.tɚ
gaseous,ˈgæ.si.əs
gashes,ˈgæ.ʃəz
gassed,gæst
gaston,ˈgæs.tən
gastrointestinal,ˌgæ.stroʊ.ɪnˈtɛs.tɪ.nəl
gator,ˈgeɪ.tɚ
gauer,ˈgaʊ.ɚ
gauged,geɪdʒd
gauntlet,ˈgɔnt.lət
gauss,gaʊs
gaussian,ˈgaʊ.si.ən
geared,gɪrd
gears,gɪrz
gel,dʒɛl
gems,dʒɛmz
gender,ˈdʒɛn.dɚ
generalists,ˈdʒɛ.nɚ.ə.lɪsts
genre,ˈʒɑn.rə
gentleness,ˈdʒɛ.nəl.nəs
genus,ˈdʒi.nəs
geocentric,ˌdʒi.oʊˈsɛn.trɪk
geochemistry,ˌdʒi.oʊˈkɛ.mə.stri
geologist,dʒiˈɑ.lə.dʒəst
georges,ˈdʒɔr.dʒəz
geraldine,dʒɛ.rəlˈdin
germane,dʒɚˈmeɪn
germantown,ˈdʒɝ.mənˌtaʊn
germany's,ˈdʒɝ.mə.niz
germinate,ˈdʒɝ.məˌneɪt
get-together,ˈgɛ.təˌgɛ.ðɚ
gettysburg,ˈgɛ.tiz.bɚg
geysers,ˈgaɪ.zɚz
ghostly,ˈgoʊst.li
ghouls,gulz
giants',ˈdʒaɪ.ənts
gibbon,ˈgɪ.bən
giddy,ˈgɪ.di
gilded,ˈgɪl.dɪd
gill,gɪl
gimbel,ˈgɪm.bəl
ginger,ˈdʒɪn.dʒɚ
gingerly,ˈdʒɪn.dʒɚ.li
gingham,ˈgɪ.ŋəm
girdle,ˈgɝ.dəl
girlishly,ˈgɝ.lɪʃ.li
girls',gɝlz
giveth,ˈgɪ.vɛθ
glasgow,ˈglæz.goʊ
glassy,ˈglæ.si
glazer,ˈgleɪ.zɚ
glazing,ˈgleɪ.zɪŋ
gleason,ˈgli.sən
glenda,ˈglɛn.də
glide,glaɪd
glint,glɪnt
gloated,ˈgloʊ.tɪd
glorify,ˈglɔ.rəˌfaɪ
gloved,glʌvd
glycerol,ˈglɪ.sɚˌoʊl
glycol,ˈglaɪˌkɔl
gnashing,ˈnæ.ʃɪŋ
goat's,goʊts
gobbled,ˈgɑ.bəld
goddammit,ˈkɑn.fə.dəns
goddamned,ˈkɑn.fə.dəns
godless,ˈgɑd.ləs
godsend,ˈgɑdˌsɛnd
gogh,goʊ
golly,ˈgɑ.li
gomez,ˈgoʊ.mɛz
gonzalez,gɑnˈzɑ.ləz
goodman,ˈgʊd.mən
goodnight,ˈgʊdˌnaɪt
goodwin,ˈgʊd.wɪn
goody,ˈgʊ.di
gordon's,ˈgɔr.dənz
gossiping,ˈgɑ.sə.pɪŋ
gould,guld
gourd,gɔrd
gourmet,ˈgʊrˌmeɪ
gout,gaʊt
governs,ˈgʌ.vɚnz
gowns,gaʊnz
gracias,ˈkɑn.fə.dəns
grad,græd
gradations,greɪˈdeɪ.ʃənz
graded,ˈgreɪ.dəd
grader,ˈgreɪ.dɚ
grads,grædz
grail,greɪl
grand-daughter,ˈkɑn.fə.dəns
granddaughter,ˈgrænˌdɔ.tɚ
grande,grænd
granville,ˈgræn.vɪl
graphically,ˈgræ.fɪ.kli
gras,grɑ
grasping,ˈgræs.pɪŋ
grassy,ˈgræ.si
grated,ˈgreɪ.tɪd
grattan,ˈgræ.tən
gratuitously,grəˈtu.ə.tə.sli
graver,ˈgreɪ.vɚ
graveyards,ˈgreɪvˌjɑrdz
grazed,greɪzd
greased,grist
great-grandfather,ˈkɑn.fə.dəns
green's,grinz
greenberg,ˈgrin.bɚg
greenest,ˈgri.nɪst
greenfield,ˈgrinˌfild
greenhouse,ˈgrinˌhaʊs
greening,ˈgri.nɪŋ
greenish,ˈgri.nɪʃ
greenleaf,ˈgrinˌlif
grenier,ˈgri.ni.ɚ
grilled,grɪld
grimaced,ˈgrɪ.məst
grimm,grɪm
grind,graɪnd
grins,grɪnz
grisly,ˈgrɪz.li
grist,grɪst
grocer's,ˈgroʊ.sɚz
groceries,ˈgroʊ.ʃriz
grooms,grumz
groove,gruv
grosvenor,ˈgroʊv.nɚ
grounding,ˈgraʊn.dɪŋ
grub,grʌb
grubby,ˈgrʌ.bi
gruesome,ˈgru.səm
grumbled,ˈgrʌm.bəld
grunt,grʌnt
grunting,ˈgrʌn.tɪŋ
guerin,ˈgɛ.rɪn
guests',gɛsts
guiana,giˈɑ.nə
guidebook,ˈgaɪdˌbʊk
guitarist,ˌgɪˈtɑ.rɪst
gullible,ˈgʌ.lə.bəl
gulp,gʌlp
gummy,ˈgʌ.mi
gunnar,ˈgʌ.nɚ
gunners,ˈgʌ.nɚz
gunpowder,ˈgʌnˌpaʊ.dɚ
gurion,ˈgjʊ.ri.ən
gust,gʌst
gusto,ˈgʌsˌtoʊ
gusty,ˈgʌs.ti
gutters,ˈgʌ.tɚz
gym,dʒɪm
gyms,dʒɪmz
gynecologists,ˌgaɪ.nəˈkɑ.lə.dʒəsts
gypsum,ˈdʒɪp.səm
gyrocompass,ˈdʒaɪ.roʊˌkʌm.pəs
ha,hɑ
habitable,ˈhæ.bə.tə.bəl
habitually,həˈbɪ.tʃə.li
hacked,hækt
hacking,ˈhæ.kɪŋ
hackneyed,ˈhæk.nid
haggard,ˈhæ.gɚd
haircut,ˈhɛrˌkʌt
hale,heɪl
half-time,ˈhæf.taɪm
hall's,hɔlz
hallmarks,ˈhɔlˌmɑrks
hallowed,ˈhæ.loʊd
halo,ˈheɪ.loʊ
halting,ˈhɔl.tɪŋ
haltingly,ˈhɔl.tɪŋ.li
halves,hævz
hammett,ˈhæ.mɪt
hammond,ˈhæ.mənd
hampton,ˈhæmp.tən
handbook,ˈhændˌbʊk
handcuffs,ˈhændˌkʌfs
handguns,ˈhændˌgʌnz
handlers,ˈhæn.də.lɚz
handmade,ˌhændˈmeɪd
handyman,ˈhæn.diˌmæn
hangin',ˈkɑn.fə.dəns
hangover,ˈhæŋˌoʊvɚ
hannah,ˈhæ.nə
hansen's,ˈhæn.sənz
hapgood,ˈhæpˌgʊd
haphazard,hæpˈhæ.zɚd
hapless,ˈhæ.pləs
happenstance,ˈhæ.pənˌstæns
haranguing,hɚˈæ.ŋɪŋ
harassing,hɚˈæ.sɪŋ
harbert,ˈhɑr.bɚt
harbor's,ˈhɑr.bɚz
harding,ˈhɑr.dɪŋ
hardness,ˈhɑrd.nəs
harem,ˈhɛ.rəm
harmed,hɑrmd
harmonic,hɑrˈmɑ.nɪk
harnessed,ˈhɑr.nəst
harper,ˈhɑr.pɚ
harriman,ˈhɛ.rɪ.mən
harris's,ˈhɛ.rɪ.sɪz
harrison,ˈhɛ.rɪ.sən
harrow,ˈhæ.roʊ
harrowing,ˈhɛ.roʊ.ɪŋ
harvests,ˈhɑr.vəsts
haskell,ˈhæs.kəl
hastening,ˈheɪ.sə.nɪŋ
hatched,hætʃt
hatfield,ˈhætˌfild
hathaway,ˈhæ.θəˌweɪ
hating,ˈheɪ.tɪŋ
haughty,ˈhɔ.ti
hauls,hɔlz
haunts,hɔnts
haute,hʌt
haverfield,ˈhæ.vɚˌfild
hawkins,ˈhɔ.kɪnz
haydn,ˈhaɪ.dən
hazel,ˈheɪ.zəl
heady,ˈhɛ.di
heal,hil
healer,ˈhi.lɚ
healthier,ˈhɛl.θi.ɚ
hearer,ˈhi.rɚ
hearers,ˈhi.rɚz
hearsay,ˈhirˌseɪ
heartbreaking,ˈhɑrtˌbreɪ.kɪŋ
heathen,ˈhi.ðən
heather,ˈhɛ.ðɚ
heave,hiv
heaviest,ˈhɛ.vi.əst
hedge,hɛdʒ
hedges,ˈhɛ.dʒɪz
hedonistic,ˌhi.dəˈnɪs.tɪk
hegel,ˈhɛ.gəl
heightening,ˈhaɪ.tə.nɪŋ
heilman,ˈhaɪl.mən
heinkel,ˈhaɪŋ.kəl
heirs,ɛrz
heliopolis,ˌhi.liˈɑ.pə.ləs
hellfire,ˈhɛlˌfaɪr
helmets,ˈhɛl.məts
helpers,ˈhɛl.pɚz
hemingway,ˈhɛ.mɪŋˌweɪ
hemorrhaging,ˈhɛ.mɚ.ɪ.dʒɪŋ
hempel,ˈhɛm.pəl
henchmen,ˈhɛntʃ.mən
hendricks,ˈhɛn.drɪks
henley's,ˈhɛn.liz
henry's,ˈhɛn.riz
heralded,ˈhɛ.rəl.dɪd
herded,ˈhɝ.dɪd
hereabouts,ˈhɪ.rəˌbaʊts
hereditary,hɚˈɛ.dəˌtɛ.ri
heresy,ˈhɛ.rə.si
herewith,ˌhɪrˈwɪθ
heroics,hɪˈroʊ.ɪks
heroin,ˈhɛ.roʊ.ən
herons,ˈhɛ.rənz
herrick,ˈhɛ.rɪk
herring,ˈhɛ.rɪŋ
hesitancy,ˈhɛ.zə.tən.si
hesitantly,ˈhɛ.zə.tənt.li
hessian,ˈhɛ.ʃən
heterozygous,ˌhɛ.tɚ.əˈzaɪ.gəs
hetty,ˈhɛ.ti
hex,hɛks
hexagonal,hɛkˈsæ.gə.nəl
hiawatha,ˌhaɪ.əˈwɑ.θə
hibernate,ˈhaɪ.bɚˌneɪt
high-powered,ˌhaɪˈpaʊ.ɚd
high-quality,ˌhaɪˈkwɑ.lə.ti
highlight,ˈhaɪˌlaɪt
highlighting,ˈhaɪˌlaɪ.tɪŋ
highs,haɪz
hijacked,ˈhaɪˌdʒækt
hijackers,ˈhaɪˌdʒæ.kɚz
hijacking,ˈhaɪˌdʒæ.kɪŋ
hiking,ˈhaɪ.kɪŋ
hilarious,hɪˈlɛ.ri.əs
hillman,ˈhɪlˌmæn
hillyer,ˈhɪ.li.ɚ
himalayas,ˌhɪ.məˈlaɪ.əs
hindrances,ˈhɪn.drən.sɪz
hinduism,ˈhɪn.duˌɪ.zəm
hirsch,hɝʃ
hiss,hɪs
hissed,hɪst
historiography,hɪˌstɔ.riˈɑ.grə.fi
hitchcock,ˈhɪtʃˌkɑk
hither,ˈhɪ.ðɚ
hitter,ˈhɪ.tɚ
hive,haɪv
hobbled,ˈhɑ.bəld
hoffa,ˈhɔ.fə
hoffman,ˈhɔf.mən
hogs,hɑgz
hoisted,ˈhɔɪ.stəd
holden's,ˈhoʊl.dənz
holdup,ˈhoʊlˌdʌp
holiness,ˈhoʊ.li.nəs
hollered,ˈhɑ.lɚd
holyoke,ˈhoʊ.liˌoʊk
homage,ˈɑ.mədʒ
home-grown,ˈkɑn.fə.dəns
homestead,ˈhoʊmˌstɛd
homosexual,ˌhoʊ.məˈsɛkˌʃu.əl
hon,ˈʌ.nɚ.ə.bəl
honan,ˈhoʊ.nən
hone,hoʊn
honeybee,ˈhʌ.niˌbi
honeymooned,ˈhʌ.niˌmund
honorary,ˈɑ.nɚˌɛ.ri
honour,ˈɑ.nɚ
hoods,hʊdz
hoof,huf
hooks,hʊks
hookup,ˈhʊˌkʌp
hooper,ˈhu.pɚ
hooves,hʊvz
hop,hɑp
hopefuls,ˈhoʊp.fəlz
hopper,ˈhɑ.pɚ
horde,hɔrd
hordes,hɔrdz
hormones,ˈhɔrˌmoʊnz
horne,hɔrn
horribly,ˈhɔ.rə.bli
horsely,ˈhɔr.sli
horseplay,ˈhɔrsˌpleɪ
hoses,ˈhoʊ.zɪz
hostage,ˈhɑ.stɪdʒ
hostler,ˈhɑ.slɚ
hot-shot,ˈhɑˌʃɑt
hotly,ˈhɑt.li
hourly,ˈaʊr.li
house's,ˈhaʊ.sɪz
households,ˈhaʊsˌhoʊldz
housekeeper,ˈhaʊsˌki.pɚ
housework,ˈhaʊˌswɝk
houtz,haʊts
hovel,ˈhʌ.vəl
howorth,ˈhɑ.wɚθ
howse,haʊz
howser,ˈhaʊ.zɚ
hubs,hʌbz
huckster,ˈhʌk.stɚ
hues,hjuz
hugged,hʌgd
hughes',hjuz
hulk,hʌlk
hulking,ˈhʌl.kɪŋ
humanistic,ˌhju.məˈnɪs.tɪk
humanities,hjuˈmæ.nɪ.tiz
humanness,ˈhju.mən.nəs
hume,hjum
humiliated,hjuˈmɪ.liˌeɪ.tɪd
humorists,ˈhju.mɚ.ɪsts
hump,hʌmp
hun,hʌn
hunched,hʌntʃt
hundredth,ˈhʌn.drədθ
hunk,hʌŋk
hunkered,ˈhʌŋ.kɚd
hunts,hʌnts
hurriedly,ˈhɝ.id.li
husbandry,ˈhʌz.bən.dri
hushed,hʌʃt
hustle,ˈhʌ.səl
hustled,ˈhʌ.səld
hutchinson,ˈhʌ.tʃɪn.sən
hutton,ˈhʌ.tən
hyannis,haɪˈæ.nɪs
hydride,ˈhaɪˌdraɪd
hydrophilic,ˌhaɪ.drəˈfɪ.lɪk
hyperbole,haɪˈpɝ.bəˌli
hyperbolic,ˌhaɪ.pɚˈbɑ.lɪk
hypertrophy,ˈhaɪ.pɚˌtroʊ.fi
hyphenated,ˈhaɪ.fəˌneɪ.tɪd
hypocrite,ˈhɪ.pəˌkrɪt
hypocrites,ˈhɪ.pəˌkrɪts
hypocritical,ˌhɪ.pəˈkrɪ.tɪ.kəl
hypothesized,haɪˈpɑ.θəˌsaɪzd
ida,ˈaɪ.də
idealistic,aɪˌdi.əˈlɪs.tɪk
identifications,aɪˌdɛn.tɪ.fɪˈkeɪ.ʃənz
idiosyncratic,ɪ.di.oʊ.sɪnˈkræ.tɪk
idiot,ˈɪ.di.ət
idling,ˈaɪ.də.lɪŋ
idols,ˈaɪ.dəlz
idyll,ˈaɪ.dəl
ignite,ɪgˈnaɪt
ignoramus,ˌɪg.nɚˈeɪ.məs
illegally,ɪˈli.gə.li
illnesses,ˈɪl.nə.sɪz
illusive,ɪˈlu.sɪv
illusory,ɪˈlu.sɚ.i
imaging,ˈɪ.mɪ.dʒɪŋ
imbibed,ɪmˈbaɪbd
imitates,ˈɪ.məˌteɪts
imitating,ˈɪ.məˌteɪ.tɪŋ
imitators,ˈɪ.mɪˌteɪ.tɚz
immaterial,ˌɪ.məˈtɪ.ri.əl
immeasurable,ɪˈmɛ.ʒɚˌæ.bəl
immemorial,ˌɪ.məˈmɔ.ri.əl
immersion,ɪˈmɝ.ʒən
impacted,ɪmˈpæk.tɪd
impaled,ɪmˈpeɪld
impartiality,ɪmˌpɑr.ʃiˈæ.lɪ.ti
impassable,ɪmˈpæ.sə.bəl
impasse,ɪmˈpæs
impeccably,ɪmˈpɛ.kə.bli
imperfections,ˌɪm.pɚˈfɛk.ʃənz
imperfectly,ɪmˈpɝ.fɪkt.li
imperialism,ɪmˈpɪ.ri.əˌlɪ.zəm
impersonation,ˌɪm.pɚ.səˈneɪ.ʃən
impervious,ɪmˈpɝ.vi.əs
impious,ɪmˈpaɪ.əs
implicated,ˈɪm.plɪˌkeɪ.tɪd
implored,ɪmˈplɔrd
impolitic,ɪmˈpɔ.lɪ.tɪk
importation,ˌɪm.pɔrˈteɪ.ʃən
impotence,ˈɪm.pə.təns
impotent,ˈɪm.pə.tənt
impressing,ɪmˈprɛ.sɪŋ
imprimatur,ˌɪm.prɪˈmɑ.tɚ
improbable,ɪmˈprɑ.bə.bəl
improper,ɪmˈprɑ.pɚ
improperly,ɪmˈprɑ.pɚ.li
improvisations,ˌɪm.prɑ.vəˈzeɪ.ʃənz
improvise,ˈɪm.prəˌvaɪz
imprudently,ɪmˈpru.dənt.li
impurity,ɪmˈpjʊ.rə.ti
imputation,ˌɪm.pjəˈteɪ.ʃən
in-laws,ˈkɑn.fə.dəns
inaccuracy,ɪˈnæk.jɚ.ə.si
inactivate,ɪˈnæk.tɪˌveɪt
inactivation,ɪˌnæk.tɪˈveɪ.ʃən
inadequacies,ɪˈnæ.də.kwə.siz
inadequately,ɪˈnæ.də.kwət.li
inadvertent,ˌɪ.nædˈvɝ.tənt
inadvertently,ˌɪ.nædˈvɝ.tənt.li
inalienable,ɪˈneɪl.jə.nə.bəl
inanimate,ɪˈnæ.nɪ.mət
inapplicable,ɪˈnæ.plɪ.kə.bəl
inaudible,ɪˈnɔ.də.bəl
incantation,ˌɪn.kænˈteɪ.ʃən
incapacitated,ɪn.kəˈpæ.sɪˌteɪ.tɪd
incarnate,ɪnˈkɑr.nət
incense,ɪnˈsɛns
incessantly,ɪnˈsɛ.sənt.li
incinerator,ɪnˈsɪ.nɚˌeɪ.tɚ
inclement,ɪnˈklɛ.mənt
inclusions,ɪnˈklu.ʒənz
incompatible,ɪn.kəmˈpæ.tə.bəl
incompetent,ɪnˈkɑm.pə.tənt
incompetents,ɪŋˈkɑm.pə.tənts
incomprehensible,ɪnˌkɑm.prəˈhɛn.sɪ.bəl
incorporate,ɪnˈkɔr.pɚˌeɪt
inculcated,ˈɪŋ.kəlˌkeɪ.təd
incurable,ɪnˈkjʊ.rə.bəl
indecisive,ˌɪn.dɪˈsaɪ.sɪv
indefensible,ɪn.dɪˈfɛn.sə.bəl
indefinable,ɪn.dɪˈfaɪ.nə.bəl
indemnity,ɪnˈdɛm.nə.ti
indenture,ɪnˈdɛn.tʃɚ
indexes,ˈɪn.dɛk.sɪz
india's,ˈɪn.di.əz
indicted,ɪnˈdaɪ.təd
indictments,ɪnˈdaɪt.mənts
indigestion,ˌɪn.daɪˈdʒɛs.tʃən
indiscreet,ɪn.dɪsˈkrit
individualists,ˌɪn.dəˈvɪ.dʒu.ə.lɪsts
indochina,ˌɪn.doʊˈtʃaɪ.nə
inducement,ɪnˈdus.mənt
indulgent,ɪnˈdʌl.dʒənt
industrialist,ɪnˈdʌs.tri.ə.lɪst
industrialization,ɪnˌdʌ.stri.ə.lɪˈzeɪ.ʃən
inept,ɪˈnɛpt
ineptness,ɪˈnɛpt.nɪs
inertia,ɪˈnɝ.ʃə
inevitability,ɪˌnɛ.vɪ.təˈbɪ.lɪ.ti
inexact,ɪ.nɪgˈzækt
inexcusable,ɪ.nɪkˈskju.zə.bəl
infantile,ˈɪn.fən.tɪl
infantryman,ˈɪn.fæn.tri.mən
inferential,ɪn.fɚˈɛn.ʃəl
inferno,ɪnˈfɝ.noʊ
infestation,ˌɪn.fɛˈsteɪ.ʃən
infidelity,ˌɪn.fɪˈdɛ.lɪ.ti
infiltrated,ɪnˈfɪlˌtreɪ.tɪd
infinitum,ɪnˈfɪ.nɪ.təm
infinity,ɪnˈfɪ.nə.ti
inflow,ˈɪnˌfloʊ
influencing,ˈɪnˌflu.ən.sɪŋ
influenza,ˌɪn.fluˈɛn.zə
informant,ɪnˈfɔr.mənt
informational,ˌɪn.fɔrˈmeɪ.ʃə.nəl
informative,ɪnˈfɔr.mə.tɪv
infrequently,ɪnˈfri.kwənt.li
infuriating,ɪnˈfjʊ.riˌeɪ.tɪŋ
inhibiting,ɪnˈhɪ.bə.tɪŋ
inhibitor,ɪnˈhɪ.bə.tɚ
inhibitors,ɪnˈhɪ.bə.tɚz
inhibitory,ɪnˈhɪ.bəˌtɔ.ri
inhibits,ɪnˈhɪ.bəts
initiates,ɪˈnɪ.ʃi.əts
initiator,ˌɪ.nɪˈʃi.eɪ.tɚ
injected,ɪnˈdʒɛk.təd
injurious,ɪnˈdʒʊ.ri.əs
inoculation,ɪˌnɑk.jəˈleɪ.ʃən
inordinately,ɪˈnɔr.də.nət.li
insecticides,ɪnˈsɛk.təˌsaɪdz
inshore,ˈɪn.ʃɔr
insiders,ɪnˈsaɪ.dɚz
insidious,ɪnˈsɪ.di.əs
insinuation,ɪnˌsɪn.juˈeɪ.ʃən
insolent,ˈɪn.sə.lənt
inspected,ɪnˈspɛk.tɪd
inspecting,ɪnˈspɛk.tɪŋ
inspector's,ɪnˈspɛk.tɚz
installments,ɪnˈstɔl.mənts
instantaneously,ˌɪn.stənˈtæ.ni.ə.sli
instinctive,ɪnˈstɪŋk.tɪv
instructing,ɪnˈstrʌk.tɪŋ
instructs,ɪnˈstrʌkts
insubordinate,ɪn.səˈbɔr.də.nət
insubordination,ɪn.səˌbɔr.dəˈneɪ.ʃən
insubstantial,ɪn.səbˈstæn.tʃəl
insulate,ˈɪn.səˌleɪt
insulating,ˈɪn.səˌleɪ.tɪŋ
insulted,ɪnˈsʌl.tɪd
insurmountable,ˌɪn.sɚˈmaʊn.tə.bəl
insurrection,ˌɪn.sɚˈɛk.ʃən
integrates,ˈɪn.təˌgreɪts
integrating,ˈɪn.təˌgreɪ.tɪŋ
intensifying,ɪnˈtɛn.səˌfaɪ.ɪŋ
inter,ɪnˈtɝ
interact,ˌɪ.nɚˈækt
interchanges,ˈɪn.tɚ.tʃeɪn.dʒɪz
interferes,ˌɪ.nɚˈfɪrz
interludes,ˈɪn.tɚˌludz
intermittently,ˌɪn.tɚˈmɪ.tənt.li
intern,ˈɪnˌtɝn
internalized,ɪnˈtɝ.nəˌlaɪzd
internationalist,ɪn.tɚˈnæ.ʃə.nə.lɪst
interpreting,ɪnˈtɝ.prə.tɪŋ
interregnum,ˌɪn.tɚˈrɛg.nəm
interrogation,ɪnˌtɛ.rəˈgeɪ.ʃən
intersecting,ˌɪ.nɚˈsɛk.tɪŋ
intervene,ˌɪ.nɚˈvin
interviewer,ˈɪn.tɚvˌju.ɚ
intimidate,ɪnˈtɪ.mɪˌdeɪt
intolerance,ɪnˈtɑ.lɚ.əns
intractable,ɪnˈtræk.tə.bəl
intramural,ˌɪn.trəmˈjʊ.rəl
intransigence,ɪnˈtræn.sə.dʒəns
intrigued,ɪnˈtrigd
intriguingly,ɪnˈtri.gɪŋ.li
introspective,ˌɪn.trəˈspɛk.tɪv
intrusions,ɪnˈtru.ʒənz
intrusive,ɪnˈtru.sɪv
inure,ɪnˈjʊr
inured,ɪnˈjʊrd
invalidate,ɪnˈvæ.lɪˌdeɪt
inversion,ɪnˈvɝ.ʒən
investor,ɪnˈvɛs.tɚ
invincible,ɪnˈvɪn.sə.bəl
ira,ˈaɪˈɑˈreɪ
iran,ˌaɪˈræn
ireland's,ˈaɪr.ləndz
irene,aɪˈrin
irina,ɪˈri.nə
ironed,ˈaɪ.ɚnd
ironical,aɪˈrɑ.nɪ.kəl
irremediable,ˌɪ.rɪˈmi.di.ə.bəl
irreparable,ɪˈrɛ.pɚ.ə.bəl
irreverence,ɪˈrɛ.vɚ.əns
irreverent,ɪˈrɛ.vɚ.ənt
irreversible,ˌɪ.rɪˈvɝ.sə.bəl
irrevocable,ɪˈrɛ.və.kə.bəl
irrevocably,ɪˈrɛ.və.kə.bli
isaacs,ˈaɪ.zɪks
isocyanate,ˌaɪ.səˈsaɪ.əˌneɪt
isotopic,ˌaɪ.səˈtɑ.pɪk
it-wit,ˈɪtˈwɪt
italy's,ˈɪ.tə.liz
itemizing,ˈaɪ.təˌmaɪ.zɪŋ
jabbed,dʒæbd
jabbing,ˈdʒæ.bɪŋ
jackass,ˈdʒæˌkæs
jackson's,ˈdʒæk.sənz
jacksonian,dʒækˈsoʊ.ni.ən
jacksons,ˈdʒæk.sənz
jacksonville,ˈdʒæk.sənˌvɪl
jacobs,ˈdʒeɪ.kəbz
jaded,ˈdʒeɪ.dəd
jaggers,ˈdʒæ.gɚz
jailed,dʒeɪld
jamaica,dʒəˈmeɪ.kə
james's,ˈdʒeɪm.zɪz
jams,dʒæmz
jarred,dʒɑrd
jaunty,ˈdʒɔn.ti
jeffersonians,ˌdʒɛ.fɚˈsoʊ.ni.ənz
jehovah's,dʒəˈhoʊ.vəz
jerk,dʒɝk
jersey's,ˈdʒɝ.ziz
jessie,ˈdʒɛ.si
jesus',ˈdʒi.zəs
jeweler,ˈdʒu.ə.lɚ
jewishness,ˈdʒu.ɪʃ.nəs
jiffy,ˈdʒɪ.fi
jilted,ˈdʒɪl.tɪd
jitters,ˈdʒɪ.tɚz
jobless,ˈdʒɑ.bləs
joel's,ˈdʒoʊ.əlz
joey,ˈdʒoʊ.i
joins,dʒɔɪnz
jolla,ˈhɔɪ.jə
jon,dʒɑn
jose,ˌhoʊˈzeɪ
josef,ˈdʒoʊ.səf
joseph's,ˈdʒoʊ.zəfs
josiah,dʒoʊˈsaɪ.ə
journalese,ˌdʒɝ.nəˈliz
journalists,ˈdʒɝ.nə.ləsts
journeyed,ˈdʒɝ.nid
journeys,ˈdʒɝ.niz
jowl,dʒaʊl
joyride,ˈdʒɔɪˌraɪd
jubilant,ˈdʒu.bə.lənt
judaism,ˈdʒu.deɪˌɪ.zəm
judas,ˈdʒu.dəs
judgement,ˈdʒʌdʒ.mənt
judiciously,dʒuˈdɪ.ʃɪ.sli
juggling,ˈdʒʌ.gə.lɪŋ
juices,ˈdʒu.səz
juke,dʒuk
julep,ˈdʒu.ləp
jumps,dʒʌmps
jumpy,ˈdʒʌm.pi
junctures,ˈdʒʌŋk.tʃɚz
junior's,ˈdʒun.jɚz
juras,ˈdʒʊ.rəz
justice's,ˈdʒʌs.tɪ.sɪz
jutting,ˈdʒʌ.tɪŋ
juxtaposed,ˌdʒʌk.stəˈpoʊzd
kant,kænt
kathleen,kæθˈlin
katie's,ˈkɑn.fə.dəns
keane,kin
keenest,ˈki.nəst
keg,kɛg
kelp,kɛlp
kempe,kɛmp
kennard,ˈkɛ.nɚd
kenny,ˈkɛ.ni
kenyon,ˈkɛn.jən
keynotes,ˈkiˌnoʊts
khan,kɑn
kickoff,ˈkɪˌkɔf
kidnapper,ˈkɪdˌnæ.pɚ
